chunk_id,act,scene,speaker,words,start_page,end_page
act5_scene3_speech778_sen1,5,3,Cassius   C,14,98,98
act5_scene3_speech778_sen2,5,3,Cassius   C,3,98,98
act5_scene3_speech778_sen3,5,3,Cassius   C,3,98,98
act5_scene3_speech778_sen4,5,3,Cassius   C,27,98,98
act5_scene3_speech778_sen5,5,3,Cassius   C,5,98,98
act5_scene3_speech778_sen6,5,3,Cassius   C,17,98,98
act5_scene3_speech778_sen7,5,3,Cassius   C,4,98,98
act5_scene3_speech778_sen8,5,3,Cassius   C,18,98,98
act5_scene3_speech778_sen9,5,3,Cassius   C,3,98,98
act5_scene3_speech778_sen10,5,3,Cassius   C,11,98,98
act5_scene3_speech778_sen11,5,3,Cassius   C,2,98,98
act5_scene3_speech779,5,3,Pindarus,38,98,98
act5_scene3_speech780,5,3,Messala,19,98,98
act5_scene3_speech781,5,3,Titinius,6,99,99
act5_scene3_speech782,5,3,Messala,6,99,99
act5_scene3_speech783,5,3,Titinius     A,9,99,99
act5_scene3_speech784,5,3,Messala,9,99,99
act5_scene3_speech785,5,3,Titinius,9,99,99
act5_scene3_speech786,5,3,Messala,5,99,99
act5_scene3_speech788,5,3,Messala,41,99,99
act5_scene3_speech789,5,3,Titinius,7,99,99
act5_scene3_speech790,5,3,Messala,42,99,99
act5_scene3_speech791_sen1,5,3,Titinius     H,11,100,100
act5_scene3_speech791_sen2,5,3,Titinius     H,2,100,100
act5_scene3_speech791_sen3,5,3,Titinius     H,8,100,100
act5_scene3_speech791_sen4,5,3,Titinius     H,24,100,100
act5_scene3_speech791_sen5,5,3,Titinius     H,6,100,100
act5_scene3_speech791_sen6,5,3,Titinius     H,5,100,100
act5_scene3_speech791_sen7,5,3,Titinius     H,9,100,100
act5_scene3_speech791_sen8,5,3,Titinius     H,6,100,100
act5_scene3_speech791_sen9,5,3,Titinius     H,31,100,100
act5_scene3_speech791_sen10,5,3,Titinius     H,7,100,100
act5_scene3_speech791_sen11,5,3,Titinius     H,5,100,100
act5_scene3_speech791_sen12,5,3,Titinius     H,1,100,100
act5_scene3_speech791_sen13,5,3,Titinius     H,12,100,100
act5_scene3_speech792,5,3,Brutus,7,100,100
act5_scene3_speech793,5,3,Messala,6,100,100
act5_scene3_speech794,5,3,Brutus,4,100,100
act5_scene3_speech796,5,3,Brutus,15,100,100
act5_scene3_speech797,5,3,Cato     B,10,100,100
act5_scene3_speech798,5,3,Brutus,17,100,100
act5_scene4_speech799,5,4,STAGE,87,101,101
act5_scene4_speech800,5,4,Brutus,13,101,101
act5_scene4_speech801,5,4,Cato,13,101,101
act5_scene4_speech802,5,4,Lucilius,18,101,101
act5_scene4_speech803,5,4,STAGE,15,102,102
act5_scene4_speech804,5,4,First  Soldier,7,102,102
act5_scene4_speech805,5,4,Lucilius     O,26,102,102
act5_scene4_speech806,5,4,First  Soldier,8,102,102
act5_scene4_speech807,5,4,Second Soldier,7,102,102
act5_scene4_speech808,5,4,First Soldier,8,102,102
act5_scene4_speech809,5,4,Antony   W,4,102,102
act5_scene4_speech810,5,4,Lucilius,39,102,102
act5_scene4_speech811,5,4,Antony,49,102,102
act5_scene5_speech812,5,5,STAGE,7,103,103
act5_scene5_speech813,5,5,Brutus,12,103,103
act5_scene5_speech814,5,5,Clitus,17,103,103
act5_scene5_speech815,5,5,Brutus,21,103,103
act5_scene5_speech816,5,5,Clitus,10,103,103
act5_scene5_speech817,5,5,Brutus,4,103,103
act5_scene5_speech818,5,5,Clitus     I,4,103,103
act5_scene5_speech819,5,5,Brutus,7,103,103
act5_scene5_speech820,5,5,Dardanus     S,8,103,103
act5_scene5_speech822,5,5,Dardanus   O C,6,103,103
act5_scene5_speech823,5,5,Clitus,8,103,103
act5_scene5_speech824,5,5,Dardanus,7,103,103
act5_scene5_speech825,5,5,Clitus,16,103,103
act5_scene5_speech826,5,5,Brutus,7,103,103
act5_scene5_speech827,5,5,Volumnius,4,103,103
act5_scene5_speech828,5,5,Brutus     W,3,103,103
act5_scene5_speech829,5,5,STAGE,23,104,104
act5_scene5_speech830,5,5,Volumnius     N,4,104,104
act5_scene5_speech831,5,5,Brutus,69,104,104
act5_scene5_speech832,5,5,Volumnius,11,104,104
act5_scene5_speech833,5,5,Clitus,9,104,104
act5_scene5_speech834,5,5,Brutus,80,104,104
act5_scene5_speech835,5,5,Clitus,4,104,104
act5_scene5_speech836,5,5,Brutus     H,10,104,104
act5_scene5_speech837,5,5,STAGE,36,105,105
act5_scene5_speech838,5,5,Strato,10,105,105
act5_scene5_speech839,5,5,Brutus,22,105,105
act5_scene5_speech840,5,5,Octavius   W,4,105,105
act5_scene5_speech841,5,5,Messala,7,105,105
act5_scene5_speech842,5,5,Strato,31,105,105
act5_scene5_speech843,5,5,Lucilius,16,105,105
act5_scene5_speech844,5,5,Octavius,16,105,105
act5_scene5_speech845,5,5,Strato,8,105,105
act5_scene5_speech846,5,5,Octavius,4,105,105
act5_scene5_speech847,5,5,Messala     H,6,105,105
act5_scene5_speech848,5,5,Messala,15,106,106
act5_scene5_speech849,5,5,Antony,65,106,106
act5_scene5_speech850,5,5,Octavius,49,106,106
